data_product,data_table,data_column,data_type,entry
ISRaD,flux,flx_obs_date_y,unit,YYYY
ISRaD,flux,flx_obs_date_m,unit,MM
ISRaD,flux,flx_obs_date_d,unit,DD
ISRaD,flux,flx_duration,unit,numeric
ISRaD,flux,"NA",value_string,flx_duration_units
ISRaD,flux,flx_source_temp,unit,°C
ISRaD,flux,flx_source_O2,unit,percent
ISRaD,flux,flx_source_H2O,unit,percent
ISRaD,flux,flx_rate,unit,numeric
ISRaD,flux,flx_rate_sd,unit,numeric
ISRaD,flux,flx_analyte_conc,unit,mgC L-1
ISRaD,flux,flx_discharge_rate,unit,m3 s-1
ISRaD,flux,flx_aquatic_cond,unit,microS cm-1
ISRaD,flux,flx_13c,unit,permille
ISRaD,flux,flx_13c_sd,unit,permille
ISRaD,flux,flx_18o,unit,permille
ISRaD,flux,flx_2h,unit,permille
ISRaD,flux,flx_rc_year,unit,YYYY
ISRaD,flux,flx_14c,unit,permille
ISRaD,flux,flx_14c_sigma,unit,permille
ISRaD,flux,flx_14c_sd,unit,permille
ISRaD,layer,lyr_obs_date_y,unit,YYYY
ISRaD,layer,lyr_obs_date_m,unit,MM
ISRaD,layer,lyr_obs_date_d,unit,DD
ISRaD,layer,lyr_top,unit,cm
ISRaD,layer,lyr_bot,unit,cm
ISRaD,layer,lyr_igsn,unit,numeric
ISRaD,layer,lyr_bd_samp,unit,g cm-3
ISRaD,layer,lyr_bd_tot,unit,g cm-3
ISRaD,layer,lyr_sand_tot_psa,unit,percent
ISRaD,layer,lyr_silt_tot_psa,unit,percent
ISRaD,layer,lyr_clay_tot_psa,unit,percent
ISRaD,layer,lyr_coarse_tot,unit,percent
ISRaD,layer,lyr_coarse_size_thresh,unit,mm
ISRaD,layer,lyr_coarse_density,unit,g cm-3
ISRaD,layer,lyr_bet_surface_area,unit,m2 g-1
ISRaD,layer,lyr_cat_exch,unit,cmol H+ kg-1
ISRaD,layer,lyr_base_sum,unit,meq 100g-1
ISRaD,layer,lyr_cec_sum,unit,meq 100g-1
ISRaD,layer,lyr_ca_exch,unit,meq 100g-1
ISRaD,layer,lyr_na_exch,unit,meq 100g-1
ISRaD,layer,lyr_mg_exch,unit,meq 100g-1
ISRaD,layer,lyr_k_exch,unit,meq 100g-1
ISRaD,layer,lyr_ecec,unit,meq 100g-1
ISRaD,layer,lyr_bs,unit,percent
ISRaD,layer,lyr_c_inorg,unit,percent
ISRaD,layer,lyr_c_org,unit,percent
ISRaD,layer,lyr_c_tot,unit,percent
ISRaD,layer,lyr_soc,unit,g cm-2
ISRaD,layer,lyr_soc_sigma,unit,g cm-2
ISRaD,layer,lyr_n_tot,unit,percent
ISRaD,layer,lyr_son,unit,g cm-2
ISRaD,layer,lyr_loi,unit,percent
ISRaD,layer,lyr_15n,unit,permille
ISRaD,layer,lyr_13c,unit,permille
ISRaD,layer,lyr_rc_year,unit,YYYY
ISRaD,layer,lyr_14c,unit,permille
ISRaD,layer,lyr_14c_sigma,unit,permille
ISRaD,layer,lyr_14c_sd,unit,permille
ISRaD,layer,lyr_raw_mbc,unit,mgC g-1
ISRaD,layer,lyr_reported_mbc,unit,mgC g-1
ISRaD,layer,lyr_p_tot,unit,mg g-1
ISRaD,layer,lyr_p_stock,unit,g cm-2
ISRaD,layer,lyr_fe_py,unit,mg g-1
ISRaD,layer,lyr_al_py,unit,mg g-1
ISRaD,layer,lyr_fe_al_py,unit,mg g-1
ISRaD,layer,lyr_si_py,unit,mg g-1
ISRaD,layer,lyr_c_py,unit,mg g-1
ISRaD,layer,lyr_fe_ox,unit,mg g-1
ISRaD,layer,lyr_al_ox,unit,mg g-1
ISRaD,layer,lyr_si_ox,unit,mg g-1
ISRaD,layer,lyr_c_ox,unit,mg g-1
ISRaD,layer,lyr_noncrystalline_ox,unit,mg g-1
ISRaD,layer,lyr_fe_hy,unit,mg g-1
ISRaD,layer,lyr_al_hy,unit,mg g-1
ISRaD,layer,lyr_si_hy,unit,mg g-1
ISRaD,layer,lyr_c_hy,unit,mg g-1
ISRaD,layer,lyr_fe_dith,unit,mg g-1
ISRaD,layer,lyr_al_dith,unit,mg g-1
ISRaD,layer,lyr_si_dith,unit,mg g-1
ISRaD,layer,lyr_quartz,unit,percent
ISRaD,layer,lyr_alkali_feldspar,unit,percent
ISRaD,layer,lyr_plag_feldspar,unit,percent
ISRaD,layer,lyr_mica_chlorite,unit,percent
ISRaD,layer,lyr_amphibole,unit,percent
ISRaD,layer,lyr_pyroxine,unit,percent
ISRaD,layer,lyr_olivine,unit,percent
ISRaD,layer,lyr_volc_glass,unit,percent
ISRaD,layer,lyr_kaol_halloy,unit,percent
ISRaD,layer,lyr_smect_vermic,unit,percent
ISRaD,layer,lyr_gibbsite,unit,percent
ISRaD,layer,lyr_fe_oxides,unit,percent
ISRaD,layer,lyr_imog_alloph,unit,percent
ISRaD,layer,lyr_ferrihydrite,unit,percent
ISRaD,layer,lyr_calcite_dolomite,unit,percent
ISRaD,layer,lyr_zeolite,unit,percent
ISRaD,layer,lyr_bd_samp_fill_extra,unit,g cm-3
ISRaD,layer,lyr_c_org_fill_extra,unit,percent
ISRaD,layer,lyr_soc_fill_extra,unit,g cm-2
ISRaD,layer,lyr_14c_fill_extra,unit,percent
ISRaD,fraction,frc_scheme_conc,unit,mol L-1
ISRaD,fraction,frc_mass_perc,unit,percent
ISRaD,fraction,frc_obs_date_y,unit,YYYY
ISRaD,fraction,frc_obs_date_m,unit,MM
ISRaD,fraction,frc_obs_date_d,unit,DD
ISRaD,fraction,frc_bet_surface_area,unit,m2 g-1
ISRaD,fraction,frc_c_perc,unit,percent
ISRaD,fraction,frc_c_tot,unit,percent
ISRaD,fraction,frc_c_org,unit,percent
ISRaD,fraction,frc_c_inorg,unit,percent
ISRaD,fraction,frc_n_tot,unit,percent
ISRaD,fraction,frc_15n,unit,permille
ISRaD,fraction,frc_13c,unit,permille
ISRaD,fraction,frc_rc_year,unit,YYYY
ISRaD,fraction,frc_14c,unit,permille
ISRaD,fraction,frc_14c_sigma,unit,permille
ISRaD,fraction,frc_14c_sd,unit,permille
ISRaD,fraction,frc_raw_mbc,unit,mgC g-1
ISRaD,fraction,frc_reported_mbc,unit,mgC g-1
ISRaD,fraction,frc_fe_py,unit,mg g-1
ISRaD,fraction,frc_al_py,unit,mg g-1
ISRaD,fraction,frc_fe_al_py,unit,mg g-1
ISRaD,fraction,frc_si_py,unit,mg g-1
ISRaD,fraction,frc_c_py,unit,mg g-1
ISRaD,fraction,frc_fe_ox,unit,mg g-1
ISRaD,fraction,frc_al_ox,unit,mg g-1
ISRaD,fraction,frc_si_ox,unit,mg g-1
ISRaD,fraction,frc_c_ox,unit,mg g-1
ISRaD,fraction,frc_noncrystalline_ox,unit,mg g-1
ISRaD,fraction,frc_fe_hy,unit,mg g-1
ISRaD,fraction,frc_al_hy,unit,mg g-1
ISRaD,fraction,frc_si_hy,unit,mg g-1
ISRaD,fraction,frc_c_hy,unit,mg g-1
ISRaD,fraction,frc_fe_dith,unit,mg g-1
ISRaD,fraction,frc_al_dith,unit,mg g-1
ISRaD,fraction,frc_si_dith,unit,mg g-1
ISRaD,fraction,frc_quartz,unit,percent
ISRaD,fraction,frc_alkali_feldspar,unit,percent
ISRaD,fraction,frc_plag_feldspar,unit,percent
ISRaD,fraction,frc_mica_chlorite,unit,percent
ISRaD,fraction,frc_amphibole,unit,percent
ISRaD,fraction,frc_pyroxine,unit,percent
ISRaD,fraction,frc_olivine,unit,percent
ISRaD,fraction,frc_volc_glass,unit,percent
ISRaD,fraction,frc_kaol_halloy,unit,percent
ISRaD,fraction,frc_smect_vermic,unit,percent
ISRaD,fraction,frc_gibbsite,unit,percent
ISRaD,fraction,frc_fe_oxides,unit,percent
ISRaD,fraction,frc_imog_alloph,unit,percent
ISRaD,fraction,frc_ferrihydrite,unit,percent
ISRaD,fraction,frc_zeolite,unit,percent
ISRaD,incubation,inc_obs_date_y,unit,YYYY
ISRaD,incubation,inc_obs_date_m,unit,MM
ISRaD,incubation,inc_obs_date_d,unit,DD
ISRaD,incubation,inc_duration,unit,days
ISRaD,incubation,inc_temp,unit,°C
ISRaD,incubation,inc_C_respired,unit,percent
ISRaD,incubation,inc_13c,unit,permille
ISRaD,incubation,inc_13c_sd,unit,permille
ISRaD,incubation,inc_rc_year,unit,YYYY
ISRaD,incubation,inc_14c,unit,permille
ISRaD,incubation,inc_14c_sigma,unit,permille
ISRaD,incubation,inc_14c_sd,unit,permille
ISRaD,layer,entry_name,description,"Standardized dataset name: ""first author_ publication year."" Synthesis studies  should report multiple entries for each dataset in the synthesis."
ISRaD,layer,site_name,description,"A unique name for a site. See ""general information"" for details on what qualifies as a Site. Values must match across levels."
ISRaD,layer,pro_name,description,"A unique name for a single profile. Values should match those reported in the orginal study. If no other information is available, value can be numeric. For NRCS data it is the same as “Pedon ID”."
ISRaD,layer,lyr_name,description,"A unqiue layer identifier. Most commonly a concatination of the profile name and layer depth range is used. For example: ""profile1_0-10"""
ISRaD,layer,lyr_obs_date_y,description,Year when sample was collected
ISRaD,layer,lyr_obs_date_m,description,Month when sample was collected
ISRaD,layer,lyr_obs_date_d,description,Day when sample was collected
ISRaD,layer,lyr_all_org_neg,description,"Flag if mineral interface is unknown and depth is measured from atmosphere interface, e.g. peat cores"
ISRaD,layer,lyr_top,description,The upper depth of the sampling interval
ISRaD,layer,lyr_bot,description,The lower depth of the sampling intercal
ISRaD,layer,lyr_hzn,description,Follow conventions of the USDA-NRCS-NSSC Field Book for Describing and Sampling Soils (Staff 2002; pp. 2-2 through 2-4). Note that datasets originally using another convention will be modified for this column. If a different convention was used it can be entered in Horizon Designation Other.
ISRaD,layer,lyr_comp,description,Use if the layer analyzed is a composite of multiple samples from the same depth interval
ISRaD,layer,lyr_igsn,description,"The International Geo Sample Number (IGSN, http://www.geosamples.org/aboutigsn) is used to identify and track soil layers."
ISRaD,layer,lyr_note,description,Notes on layer
ISRaD,layer,lyr_color,description,Color of moist soil based on the Munsell soil color chart.
ISRaD,layer,lyr_color_dry,description,Color of dry soil based on Munsell color system
ISRaD,layer,lyr_burn_ev,description,Descriptive information indicating evidence of burning within the layer.
ISRaD,layer,lyr_bd_samp,description,"Grams of oven-dried soil per cubic centimeter, with soil particles greater than 2 mm and roots greater than 1 cm diameter removed."
ISRaD,layer,lyr_bd_tot,description,"Grams of oven-dried soil per cubic centimeter, with soil particles greater than 2 mm and roots greater than 1 cm diameter included."
ISRaD,layer,lyr_bd_notes,description,Please reference or describe the methods used to determine bulk density.
ISRaD,layer,lyr_sand_tot_psa,description,"Percent by weight of soil particles greater than 0.05 mm in the sample remaining after removal of particles greater than 2 mm and roots greater than 1 cm diameter. See Gee, G.W. & Bauder, J.W. 1986."
ISRaD,layer,lyr_silt_tot_psa,description,"Percent by weight of soil particles in the size range from 0.002 to 0.050 mm in the sample remaining after removal of particles greater than 2 mm and roots greater than 1 cm diameter. See Gee, G.W. & Bauder, J.W. 1986."
ISRaD,layer,lyr_clay_tot_psa,description,"Percent by weight of soil particles less than 0.002 mm in the sample remaining after removal of particles greater than 2 mm and roots greater than 1 cm diameter. See Gee, G.W. & Bauder, J.W. 1986."
ISRaD,layer,lyr_coarse_tot,description,The mass percent of sample above a coarse fraction threshold . The default threshold is 2mm. Specify alternative values in coarse_size_threshold
ISRaD,layer,lyr_coarse_size_thresh,description,The size threshold used to define the coarse fraction. The default is 2mm
ISRaD,layer,lyr_coarse_density,description,Measured or estimated density of coarse fraction
ISRaD,layer,lyr_texture_class,description,The soil textural classification (USDA categories)
ISRaD,layer,lyr_bet_surface_area,description,Bulk surface area of sample as measured using the Brunauer–Emmett–Teller (BET) method
ISRaD,layer,lyr_ph_cacl,description,1:2 soil-CaCl2 is the pH of a sample measured in 0.01M CaCl2 at a 1:2 soil:solution ratio.
ISRaD,layer,lyr_ph_h2o,description,"1:1 distilled water and soil paste. If pH was done by a different method, then enter it into one of the other soil pH fields."
ISRaD,layer,lyr_ph,description,pH measurements  other than 1:1 soil and distilled water paste or in CaCl2.
ISRaD,layer,lyr_ph_method,description,pH measurements method other than 1:1 soil and distilled water paste or in CaCl2.
ISRaD,layer,lyr_cat_exch,description,"Cation Exchange Capacity. Document the extractant solution in the metadata worksheet, Lab Analysis Method."
ISRaD,layer,lyr_base_sum,description,Total exchangeable base content
ISRaD,layer,lyr_cec_sum,description,Total exchangeable cation content
ISRaD,layer,lyr_ca_exch,description,"Abundance of individual exchangeable cations  (Ca, Na, Mg, or K) per 100 grams of soil extactracted."
ISRaD,layer,lyr_na_exch,description,"Abundance of individual exchangeable cations  (Ca, Na, Mg, or K) per 100 grams of soil extactracted."
ISRaD,layer,lyr_mg_exch,description,"Abundance of individual exchangeable cations  (Ca, Na, Mg, or K) per 100 grams of soil extactracted."
ISRaD,layer,lyr_k_exch,description,"Abundance of individual exchangeable cations  (Ca, Na, Mg, or K) per 100 grams of soil extactracted."
ISRaD,layer,lyr_ecec,description,"Abundance of individual exchangeable cations  (Ca, Na, Mg, or K) per 100 grams of soil extactracted."
ISRaD,layer,lyr_bs,description,The percentage of soil exchangeable sites occupied by base cations
ISRaD,layer,lyr_c_inorg,description,Percent weight of inorganic carbon in a dried soil sample. This is often calculated by subrating measurements of organic carbon from total carbon.
ISRaD,layer,lyr_c_org,description,"Percent by weight of organic carbon (i.e., after inorganic carbon has been removed)  in a dried soil sample."
ISRaD,layer,lyr_c_tot,description,"Percent by weight of total carbon (i.e., inorganic + organic C)  in the dried, milled soil sample."
ISRaD,layer,lyr_soc,description,"The data contributor's calculated soil organic carbon stock value for the site, cluster, profile or layer."
ISRaD,layer,lyr_soc_sigma,description,"The data contributor's calculated soil organic carbon stock standard deviation for the site, cluster, profile or layer."
ISRaD,layer,lyr_n_tot,description,Percent by weight of nitrogen (organic and inorganic) in an oven-dried sample (the laboratory analytical concentration).
ISRaD,layer,lyr_son,description,Reported stock of organic soil N
ISRaD,layer,lyr_c_to_n,description,"Mass ratio of total carbon to total nitrogen, as calculated from the total carbon and total nitrogen concentrations of the bulk layer, fraction, or other sample type."
ISRaD,layer,lyr_loi,description,Percent by weight of the organic content of the <2mm fraction is the organic material lost after ignition. It is reported on a <2 mm base. Please document the method in the associated Carbon Analysis Method.
ISRaD,layer,lyr_ha_fa,description,Ratio of layer C in humic acids vs. fulvic acids
ISRaD,layer,lyr_15n,description,Per mille signature of δ15N relative to air (international standard).
ISRaD,layer,lyr_13c,description,Delta 13C signature of observed flux (VPBD)
ISRaD,layer,lyr_rc_lab,description,Official Radiocarbon Laboratory ID (look up here)
ISRaD,layer,lyr_rc_lab_number,description,ID number assigned by radiocarbon laboratory to reported measurement
ISRaD,layer,lyr_rc_year,description,Year in which radiocarbon measurment was made
ISRaD,layer,lyr_14c,description,Delta 14C measurement of flux in per mil units
ISRaD,layer,lyr_14c_sigma,description,Flux Δ14C standard deviation as reported by the AMS facility as analytical error estimate
ISRaD,layer,lyr_14c_sd,description,Flux Δ14C sample standard deviation; use only if Δ14C of replicates reported as a mean value
ISRaD,layer,lyr_fraction_modern,description,"Deviation of the sample from modern. Modern is defined as 95% of the radiocarbon concentration (in AD 1950) of NBS Oxalic Acid standard, 13C-corrected."
ISRaD,layer,lyr_fraction_modern_sigma,description,Flux Fraction Modern standard deviation as reported by the AMS facility as analytical error estimate
ISRaD,layer,lyr_fraction_modern_sd,description,Flux Fraction Modern sample standard deviation; use only if FM of replicates reported as a mean value
ISRaD,layer,lyr_mbc_method,description,The method used to estimate microbial biomass.
ISRaD,layer,lyr_raw_mbc,description,"mg of microbial biomass C per g of soil, e.g. from TOC analyzer (use for chloroform fumigation extraction data, etc.)"
ISRaD,layer,lyr_reported_mbc,description,"mg of microbial biomass C per g of soil, e.g. following conversion from SIR rates (use for substrate induced respiration data, etc.)"
ISRaD,layer,lyr_p_ext,description,Phosphorus extracted from soil
ISRaD,layer,lyr_p_units,description,Units for reported extractable phosphorus data
ISRaD,layer,lyr_p_method,description,Method used for extractable phosphorsus
ISRaD,layer,lyr_p_tot,description,Concentration of total layer phosphorus per gram of soil
ISRaD,layer,lyr_p_stock,description,Stock of phosphorus in bulk soil (coarse fragments excluded)
ISRaD,layer,lyr_fe_py,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted."
ISRaD,layer,lyr_al_py,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted."
ISRaD,layer,lyr_fe_al_py,description,Combined mass of Fe and Al extracted from soil with sodium pyrophosphate per gram of soil extracted.
ISRaD,layer,lyr_si_py,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted."
ISRaD,layer,lyr_c_py,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted."
ISRaD,layer,lyr_py_notes,description,"Notes on sodium pyrophosphate extraction including concentration of extractant, solid  to solution ration, and sequential or parallel extraction design (if other extractions were also performed)."
ISRaD,layer,lyr_fe_ox,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate  per gram of soil extracted."
ISRaD,layer,lyr_al_ox,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate  per gram of soil extracted."
ISRaD,layer,lyr_si_ox,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate  per gram of soil extracted."
ISRaD,layer,lyr_c_ox,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate  per gram of soil extracted."
ISRaD,layer,lyr_noncrystalline_ox,description,Total non-crystalline mineral content of soil extracted with ammonium oxalate per gram of soil extracted.
ISRaD,layer,lyr_ox_notes,description,"Notes on ammonium oxalate  extraction including concentration of extractant, solid  to solution ration, and sequential or parallel extraction design (if other extractions were also performed)."
ISRaD,layer,lyr_fe_hy,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine  reported per gram of soil extracted."
ISRaD,layer,lyr_al_hy,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine  reported per gram of soil extracted."
ISRaD,layer,lyr_si_hy,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine  reported per gram of soil extracted."
ISRaD,layer,lyr_c_hy,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine  reported per gram of soil extracted."
ISRaD,layer,lyr_hy_notes,description,"Notes on hydroxylamine  extraction including concentration of extractant, solid  to solution ration, and sequential or parallel extraction design (if other extractions were also performed)."
ISRaD,layer,lyr_fe_dith,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine  reported per gram of soil extracted."
ISRaD,layer,lyr_al_dith,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine  reported per gram of soil extracted."
ISRaD,layer,lyr_si_dith,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine  reported per gram of soil extracted."
ISRaD,layer,lyr_dith_notes,description,"Notes on dithionite extraction including concentration of extractant, solid  to solution ration, and sequential or parallel extraction design (if other extractions were also performed)."
ISRaD,layer,lyr_quartz,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_alkali_feldspar,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_plag_feldspar,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_mica_chlorite,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_amphibole,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_pyroxine,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_olivine,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_volc_glass,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_kaol_halloy,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_smect_vermic,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_gibbsite,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_fe_oxides,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_imog_alloph,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_ferrihydrite,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_calcite_dolomite,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_zeolite,description,"Quantitative or qualitative  mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,layer,lyr_bd_samp_fill_extra,description,"Grams of oven-dried soil per cubic centimeter, with soil particles greater than 2 mm and roots greater than 1 cm diameter removed."
ISRaD,layer,lyr_c_org_fill_extra,description,"Percent by weight of organic carbon (i.e., after inorganic carbon has been removed)  in a dried soil sample."
ISRaD,layer,lyr_soc_fill_extra,description,"The data contributor's calculated soil organic carbon stock value for the site, cluster, profile or layer."
ISRaD,layer,lyr_14c_fill_extra,description,?
ISRaD,layer,lyr_fill_notes_extra,description,Please describe the rationale behind expert estimated values
ISRaD,fraction,entry_name,description,"Standardized dataset name: ""first author_ publication year."" Synthesis studies should report multiple entries for each dataset in the synthesis."
ISRaD,fraction,site_name,description,"A unique name for a site. See ""general information"" for details on what qualifies as a Site. Values must match across levels."
ISRaD,fraction,pro_name,description,"A unique name for a single profile. Values should match those reported in the orginal study. If no other information is available, value can be numeric. For NRCS data it is the same as “Pedon ID”."
ISRaD,fraction,lyr_name,description,"A unqiue layer identifier. Most commonly a concatination of the profile name and layer depth range is used. For example: ""profile1_0-10"""
ISRaD,fraction,frc_name,description,A unique name identifier for fraction. Often this is a concatination of layer_name and the frc_property
ISRaD,fraction,frc_input,description,This is either the layer_name or frc_name (of a different fraction) that was used as the input to this fractionation. Specifying the frc_input allows for tracking multistep fractionations
ISRaD,fraction,frc_property,description,"The value of the chemical or physical property that defines the fraction as unique from the others in its scheme,"
ISRaD,fraction,frc_scheme,description,"The scheme used to isolate the fraction, e.g., density, size, aggregate, chemical."
ISRaD,fraction,frc_scheme_units,description,"The units of measurement of the property that defines a fraction as unique, e.g. for density fractions, ""g cm-3""."
ISRaD,fraction,frc_lower,description,The upper boundary of the property that defines the fraction measured in units defined by frc_scheme_units
ISRaD,fraction,frc_upper,description,The lower boundary of the property that defines the fraction measured in units defined by frc_scheme_units
ISRaD,fraction,frc_agent,description,A specification of fractionation scheme details. Acceptable options depend on what fractionation scheme is selected.
ISRaD,fraction,frc_scheme_conc,description,"When the fractionation scheme is a chemical extraction, this is the concentration of extractant."
ISRaD,fraction,frc_comp,description,Was fractionation method applied to a composite sample?
ISRaD,fraction,frc_note,description,Notes on fractionation procedure.
ISRaD,fraction,frc_mass_perc,description,"Percent of total sample mass recovered from fractationation (note: this is for total sample, not just carbon)"
ISRaD,fraction,frc_obs_date_y,description,Year when measurement was observed or recorded
ISRaD,fraction,frc_obs_date_m,description,Month when measurement was observed or recorded
ISRaD,fraction,frc_obs_date_d,description,Day when measurement was observed or recorded
ISRaD,fraction,frc_bet_surface_area,description,Bulk surface area of sample as measured using the Brunauer–Emmett–Teller (BET) method
ISRaD,fraction,frc_c_perc,description,Percent of total carbon mass isolated from fractionation.
ISRaD,fraction,frc_c_tot,description,"Percent by weight of total carbon (i.e., inorganic + organic C) in the fraction"
ISRaD,fraction,frc_c_org,description,"Percent by weight of organic carbon (i.e., after inorganic carbon has been removed) in the fraction"
ISRaD,fraction,frc_c_inorg,description,Percent weight of inorganic carbon in the fraction. This is often calculated by subrating measurements of organic carbon from total carbon.
ISRaD,fraction,frc_n_tot,description,Percent by weight of nitrogen (organic and inorganic) in an oven- dried sample (the laboratory analytical concentration).
ISRaD,fraction,frc_c_to_n,description,"Mass ratio of total carbon to total nitrogen, as calculated from the total carbon and total nitrogen concentrations of the bulk layer, fraction, or other sample type."
ISRaD,fraction,frc_15n,description,Per mille signature of δ15N relative to air (international standard).
ISRaD,fraction,frc_13c,description,Delta 13C signature of observed flux (VPBD)
ISRaD,fraction,frc_rc_lab,description,Official Radiocarbon Laboratory ID (look up here)
ISRaD,fraction,frc_rc_lab_number,description,ID number assigned by radiocarbon laboratory to reported measurement
ISRaD,fraction,frc_rc_year,description,Year in which radiocarbon measurment was made
ISRaD,fraction,frc_14c,description,Delta 14C measurement of flux in per mil units
ISRaD,fraction,frc_14c_sigma,description,Flux Δ14C standard deviation as reported by the AMS facility as analytical error estimate
ISRaD,fraction,frc_14c_sd,description,Flux Δ14C sample standard deviation; use only if Δ14C of replicates reported as a mean value
ISRaD,fraction,frc_fraction_modern,description,"Deviation of the sample from modern. Modern is defined as 95% of the radiocarbon concentration (in AD 1950) of NBS Oxalic Acid standard, 13C-corrected."
ISRaD,fraction,frc_fraction_modern_sigma,description,Flux Fraction Modern standard deviation as reported by the AMS facility as analytical error estimate
ISRaD,fraction,frc_fraction_modern_sd,description,Flux Fraction Modern sample standard deviation; use only if FM of replicates reported as a mean value
ISRaD,fraction,frc_mbc_method,description,The method used to esimate microbial biomass.
ISRaD,fraction,frc_raw_mbc,description,"mg of microbial biomass C per g of soil, e.g. from TOC analyzer (use for chloroform fumigation extraction data, etc.)"
ISRaD,fraction,frc_reported_mbc,description,"mg of microbial biomass C per g of soil, e.g. following conversion from SIR rates (use for substrate induced respiration data, etc.)"
ISRaD,fraction,frc_fe_py,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted."
ISRaD,fraction,frc_al_py,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted."
ISRaD,fraction,frc_fe_al_py,description,Combined mass of Fe and Al extracted from soil with sodium pyrophosphate per gram of soil extracted.
ISRaD,fraction,frc_si_py,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted."
ISRaD,fraction,frc_c_py,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted."
